0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,1.002565256333940863e-01
2.020202020202020374e-02,1.232186555581928356e-01
3.030303030303030387e-02,1.413836996755002406e-01
4.040404040404040747e-02,1.555434566607259150e-01
5.050505050505051108e-02,1.664897251892794028e-01
6.060606060606060774e-02,1.750143039365703035e-01
7.070707070707071829e-02,1.819089915780081612e-01
8.080808080808081495e-02,1.879655867890026588e-01
9.090909090909091161e-02,1.939758882449633404e-01
1.010101010101010222e-01,2.007225491292499719e-01
1.111111111111111188e-01,2.077620043495881363e-01
1.212121212121212155e-01,2.144753043260466951e-01
1.313131313131313260e-01,2.208797235729831610e-01
1.414141414141414366e-01,2.269925366047551851e-01
1.515151515151515194e-01,2.328310179357202525e-01
1.616161616161616299e-01,2.384124420802360145e-01
1.717171717171717404e-01,2.437540835526600114e-01
1.818181818181818232e-01,2.488732168673498113e-01
1.919191919191919338e-01,2.537871165386629269e-01
2.020202020202020443e-01,2.585130570809570094e-01
2.121212121212121271e-01,2.630683130085896826e-01
2.222222222222222376e-01,2.674701588359183480e-01
2.323232323232323482e-01,2.717358690773007401e-01
2.424242424242424310e-01,2.758827182470943162e-01
2.525252525252525415e-01,2.799279808596566999e-01
2.626262626262626521e-01,2.838889314293454591e-01
2.727272727272727626e-01,2.877828444705181621e-01
2.828282828282828731e-01,2.916269944975324324e-01
2.929292929292929282e-01,2.954386560247456717e-01
3.030303030303030387e-01,2.992351035665156700e-01
3.131313131313131493e-01,3.030336116371998845e-01
3.232323232323232598e-01,3.068514547511558277e-01
3.333333333333333703e-01,3.107059074227412343e-01
3.434343434343434809e-01,3.146142441663135614e-01
3.535353535353535914e-01,3.185937394962303770e-01
3.636363636363636465e-01,3.226616679268491938e-01
3.737373737373737570e-01,3.268353039725278020e-01
3.838383838383838675e-01,3.311319221476235475e-01
3.939393939393939781e-01,3.355687969664941095e-01
4.040404040404040886e-01,3.401632029434971116e-01
4.141414141414141992e-01,3.449324145929898999e-01
4.242424242424242542e-01,3.498937064293303756e-01
4.343434343434343647e-01,3.550643529668758847e-01
4.444444444444444753e-01,3.604616287199839952e-01
4.545454545454545858e-01,3.661028082030123310e-01
4.646464646464646964e-01,3.718210668335791280e-01
4.747474747474748069e-01,3.774301930127634264e-01
4.848484848484848619e-01,3.829439988194565103e-01
4.949494949494949725e-01,3.883763952686558607e-01
5.050505050505050830e-01,3.937412933753589028e-01
5.151515151515152491e-01,3.990526041545631730e-01
5.252525252525253041e-01,4.043242386212660966e-01
5.353535353535353591e-01,4.095701077904652099e-01
5.454545454545455252e-01,4.148041226771580492e-01
5.555555555555555802e-01,4.200401942963419288e-01
5.656565656565657463e-01,4.252922336630144962e-01
5.757575757575758013e-01,4.305741517921731765e-01
5.858585858585858563e-01,4.358998596988153396e-01
5.959595959595960224e-01,4.412832683979387438e-01
6.060606060606060774e-01,4.467382889045405370e-01
6.161616161616162435e-01,4.522788322336184774e-01
6.262626262626262985e-01,4.579188094001698794e-01
6.363636363636364646e-01,4.636721314191923349e-01
6.464646464646465196e-01,4.695527093056832135e-01
6.565656565656565746e-01,4.755744540746400517e-01
6.666666666666667407e-01,4.817512767410604413e-01
6.767676767676767957e-01,4.880970883199416410e-01
6.868686868686869618e-01,4.946257998262812983e-01
6.969696969696970168e-01,5.013513222750769494e-01
7.070707070707071829e-01,5.082875666813259086e-01
7.171717171717172379e-01,5.154484440600257678e-01
7.272727272727272929e-01,5.228478654261738967e-01
7.373737373737374590e-01,5.304997417947679983e-01
7.474747474747475140e-01,5.384179841808052203e-01
7.575757575757576801e-01,5.466165035992833765e-01
7.676767676767677351e-01,5.551092110651998368e-01
7.777777777777777901e-01,5.639100175935519710e-01
7.878787878787879562e-01,5.730328341993374819e-01
7.979797979797980112e-01,5.824915718975536283e-01
8.080808080808081773e-01,5.923001417031981131e-01
8.181818181818182323e-01,6.024724546312679729e-01
8.282828282828283983e-01,6.130224216967613549e-01
8.383838383838384534e-01,6.239639539146752956e-01
8.484848484848485084e-01,6.353109623000072759e-01
8.585858585858586745e-01,6.470773578677549986e-01
8.686868686868687295e-01,6.592770516329158337e-01
8.787878787878788955e-01,6.719239546104873728e-01
8.888888888888889506e-01,6.850319778154667638e-01
8.989898989898991166e-01,6.986150322628519316e-01
9.090909090909091717e-01,7.147428195436259513e-01
9.191919191919192267e-01,7.359641711583909673e-01
9.292929292929293927e-01,7.615552175382775957e-01
9.393939393939394478e-01,7.907654349258937954e-01
9.494949494949496138e-01,8.228442995638488577e-01
9.595959595959596689e-01,8.570412876947507419e-01
9.696969696969697239e-01,8.926058755612079620e-01
9.797979797979798899e-01,9.287875394058300316e-01
9.898989898989899450e-01,9.648357554712244655e-01
1.000000000000000000e+00,9.999999999999998890e-01
