0.000000000000000000e+00,0.000000000000000000e+00
1.010101010101010187e-02,2.008839442539697151e-01
2.020202020202020374e-02,2.814136015528985735e-01
3.030303030303030387e-02,3.478447197279802561e-01
4.040404040404040747e-02,4.023791780181680267e-01
5.050505050505051108e-02,4.472188556624147604e-01
6.060606060606060774e-02,4.845656318996736101e-01
7.070707070707071829e-02,5.166213859688977283e-01
8.080808080808081495e-02,5.455879971090397129e-01
9.090909090909091161e-02,5.736673445590532161e-01
1.010101010101010222e-01,6.030445224713956165e-01
1.111111111111111188e-01,6.334886535675412489e-01
1.212121212121212155e-01,6.639027823908749681e-01
1.313131313131313260e-01,6.942468891174080614e-01
1.414141414141414366e-01,7.244809539231523710e-01
1.515151515151515194e-01,7.545649569841192950e-01
1.616161616161616299e-01,7.844588784763204536e-01
1.717171717171717404e-01,8.141226985757675783e-01
1.818181818181818232e-01,8.435163974584719560e-01
1.919191919191919338e-01,8.725999553004454290e-01
2.020202020202020443e-01,9.013333522776995066e-01
2.121212121212121271e-01,9.296765685662454759e-01
2.222222222222222376e-01,9.575895843420954012e-01
2.323232323232323482e-01,9.850323797812605697e-01
2.424242424242424310e-01,1.011964935059752380e+00
2.525252525252525415e-01,1.038347230353583228e+00
2.626262626262626521e-01,1.064139245838763737e+00
2.727272727272727626e-01,1.089300961691305636e+00
2.828282828282828731e-01,1.113792358087221102e+00
2.929292929292929282e-01,1.137573415202521199e+00
3.030303030303030387e-01,1.160604113213217659e+00
3.131313131313131493e-01,1.182844432295321768e+00
3.232323232323232598e-01,1.204254352624845703e+00
3.333333333333333703e-01,1.224793854377800750e+00
3.434343434343434809e-01,1.244422917730198197e+00
3.535353535353535914e-01,1.263101522858049997e+00
3.636363636363636465e-01,1.280789649937367658e+00
3.737373737373737570e-01,1.297447279144162469e+00
3.838383838383838675e-01,1.313034390654446382e+00
3.939393939393939781e-01,1.327510964644230906e+00
4.040404040404040886e-01,1.340836981289527774e+00
4.141414141414141992e-01,1.352972420766347827e+00
4.242424242424242542e-01,1.363877263250703464e+00
4.343434343434343647e-01,1.373511488918605750e+00
4.444444444444444753e-01,1.381835077946066415e+00
4.545454545454545858e-01,1.388808010509097191e+00
4.646464646464646964e-01,1.394390266783709809e+00
4.747474747474748069e-01,1.398541826945915112e+00
4.848484848484848619e-01,1.401222671171725498e+00
4.949494949494949725e-01,1.402392779637152254e+00
5.050505050505050830e-01,1.402225034567266437e+00
5.151515151515152491e-01,1.401252359341180975e+00
5.252525252525253041e-01,1.399535198945178083e+00
5.353535353535353591e-01,1.397109100948402682e+00
5.454545454545455252e-01,1.394009612919999475e+00
5.555555555555555802e-01,1.390272282429113160e+00
5.656565656565657463e-01,1.385932657044889327e+00
5.757575757575758013e-01,1.381026284336472010e+00
5.858585858585858563e-01,1.375588711873006798e+00
5.959595959595960224e-01,1.369655487223638168e+00
6.060606060606060774e-01,1.363262157957510823e+00
6.161616161616162435e-01,1.356444271643770128e+00
6.262626262626262985e-01,1.349237375851560783e+00
6.363636363636364646e-01,1.341677018150027489e+00
6.464646464646465196e-01,1.333798746108315392e+00
6.565656565656565746e-01,1.325638107295569190e+00
6.666666666666667407e-01,1.317230649280933807e+00
6.767676767676767957e-01,1.308611919633553944e+00
6.868686868686869618e-01,1.299817465922574744e+00
6.969696969696970168e-01,1.290882835717141353e+00
7.070707070707071829e-01,1.281843576586397804e+00
7.171717171717172379e-01,1.272735236099489686e+00
7.272727272727272929e-01,1.263593361825561701e+00
7.373737373737374590e-01,1.254453501333758547e+00
7.474747474747475140e-01,1.245351202193225371e+00
7.575757575757576801e-01,1.236322011973107093e+00
7.676767676767677351e-01,1.227401478242548194e+00
7.777777777777777901e-01,1.218625148570693817e+00
7.878787878787879562e-01,1.210028570526688885e+00
7.979797979797980112e-01,1.201647291679678098e+00
8.080808080808081773e-01,1.193352794513592663e+00
8.181818181818182323e-01,1.184827680513378168e+00
8.282828282828283983e-01,1.176070456574847656e+00
8.383838383838384534e-01,1.167089703885764385e+00
8.484848484848485084e-01,1.157894003633891611e+00
8.585858585858586745e-01,1.148491937006992147e+00
8.686868686868687295e-01,1.138892085192829695e+00
8.787878787878788955e-01,1.129103029379166845e+00
8.888888888888889506e-01,1.119133350753767076e+00
8.989898989898991166e-01,1.108991630504393644e+00
9.090909090909091717e-01,1.098686449818809807e+00
9.191919191919192267e-01,1.088226389884778378e+00
9.292929292929293927e-01,1.077620031890062391e+00
9.393939393939394478e-01,1.066875957022425547e+00
9.494949494949496138e-01,1.056002746469631104e+00
9.595959595959596689e-01,1.045008981419441652e+00
9.696969696969697239e-01,1.033903243059620669e+00
9.797979797979798899e-01,1.022694112577930969e+00
9.898989898989899450e-01,1.011390171162136475e+00
1.000000000000000000e+00,1.000000000000000000e+00
